scoring_player,scoring_team,time,GH,GA,game,date,season
Romano Sion,SD Compostela,79,3,0,SD Compostela vs. Getafe CF 3:0,2000-12-13,2000-2001
Peragón,Levante UD,50,1,0,Levante UD vs. UE Lleida 3:0,2000-12-13,2000-2001
Peragón,Levante UD,59,2,0,Levante UD vs. UE Lleida 3:0,2000-12-13,2000-2001
Roa,Levante UD,61,3,0,Levante UD vs. UE Lleida 3:0,2000-12-13,2000-2001
Julio Álvarez,Racing Santander,10,0,1,Burgos CF vs. Racing Santander 0:2,2000-12-13,2000-2001
Morán,Racing Santander,77,0,2,Burgos CF vs. Racing Santander 0:2,2000-12-13,2000-2001
Sukia,SD Beasain,7,1,0,SD Beasain vs. Real Sociedad 2:1,2000-12-13,2000-2001
Dmitriy Khokhlov,Real Sociedad,33,1,1,SD Beasain vs. Real Sociedad 2:1,2000-12-13,2000-2001
Sukia,SD Beasain,65,2,1,SD Beasain vs. Real Sociedad 2:1,2000-12-13,2000-2001
Edu,RC Celta,26,0,1,CD Mensajero vs. RC Celta 0:1,2000-12-13,2000-2001
Guayre,UD Las Palmas,37,0,1,Sporting Gijón vs. UD Las Palmas 4:5 i.E.,2000-12-13,2000-2001
Adauto,Sporting Gijón,89,1,1,Sporting Gijón vs. UD Las Palmas 4:5 i.E.,2000-12-13,2000-2001
Salva,Atlético Madrid,23,1,0,Atlético Madrid vs. UD Salamanca 1:0,2000-12-13,2000-2001
Javi,Gimnástica Torrelavega,15,1,0,Gimnástica Torrelavega vs. CD Alavés 4:1 i.E.,2000-12-13,2000-2001
Magno,CD Alavés,54,1,1,Gimnástica Torrelavega vs. CD Alavés 4:1 i.E.,2000-12-13,2000-2001
Epitié,CD Alavés,68,1,2,Gimnástica Torrelavega vs. CD Alavés 4:1 i.E.,2000-12-13,2000-2001
Uribarri,Gimnástica Torrelavega,90,2,2,Gimnástica Torrelavega vs. CD Alavés 4:1 i.E.,2000-12-13,2000-2001
Nano,Elche CF,45,0,1,Real Murcia vs. Elche CF 3:1 n.V.,2000-12-13,2000-2001
Luis Tonelotto,Real Murcia,90,1,1,Real Murcia vs. Elche CF 3:1 n.V.,2000-12-13,2000-2001
Juanma,Real Murcia,111,2,1,Real Murcia vs. Elche CF 3:1 n.V.,2000-12-13,2000-2001
Artigas,Real Murcia,113,3,1,Real Murcia vs. Elche CF 3:1 n.V.,2000-12-13,2000-2001
Israel,CD Toledo,5,1,0,CD Toledo vs. Real Madrid 2:1,2000-12-13,2000-2001
Cidoncha,CD Toledo,14,2,0,CD Toledo vs. Real Madrid 2:1,2000-12-13,2000-2001
Sávio,Real Madrid,19,2,1,CD Toledo vs. Real Madrid 2:1,2000-12-13,2000-2001
Juan Jesús,CD Tenerife,4,1,0,CD Tenerife vs. Real Oviedo 2:1,2000-12-13,2000-2001
Antonio Hidalgo,CD Tenerife,32,2,0,CD Tenerife vs. Real Oviedo 2:1,2000-12-13,2000-2001
Rubén Reyes,Real Oviedo,39,2,1,CD Tenerife vs. Real Oviedo 2:1,2000-12-13,2000-2001
Sergio Cruz,Polideportivo Ejido,13,1,0,Polideportivo Ejido vs. Guadix Club de Fútbol 1:2,2000-12-13,2000-2001
Pedro,Guadix Club de Fútbol,55,1,1,Polideportivo Ejido vs. Guadix Club de Fútbol 1:2,2000-12-13,2000-2001
Pedro,Guadix Club de Fútbol,86,1,2,Polideportivo Ejido vs. Guadix Club de Fútbol 1:2,2000-12-13,2000-2001
Tabuenca,Granada CF,55,1,0,Granada CF vs. Recreativo Huelva 1:0,2000-12-13,2000-2001
Mauricio López,CD Badajoz,93,0,1,Córdoba CF vs. CD Badajoz 0:2 n.V.,2000-12-13,2000-2001
Mena,CD Badajoz,112,0,2,Córdoba CF vs. CD Badajoz 0:2 n.V.,2000-12-13,2000-2001
Velamazán,Espanyol Barcelona,55,0,1,Albacete vs. Espanyol Barcelona 0:1,2000-12-13,2000-2001
Ismael,CF Extremadura,100,0,1,Algeciras CF vs. CF Extremadura 0:3 n.V.,2000-12-13,2000-2001
Ismael,CF Extremadura,115,0,2,Algeciras CF vs. CF Extremadura 0:3 n.V.,2000-12-13,2000-2001
David Karanka,CF Extremadura,120,0,3,Algeciras CF vs. CF Extremadura 0:3 n.V.,2000-12-13,2000-2001
Mirosław Trzeciak,CA Osasuna,82,0,1,CD Logroñés vs. CA Osasuna 0:2,2000-12-13,2000-2001
Ángel Luis,CA Osasuna,90,0,2,CD Logroñés vs. CA Osasuna 0:2,2000-12-13,2000-2001
Sierra,Real Jaén,52,1,0,Real Jaén vs. Real Betis 2:1 n.V.,2000-12-13,2000-2001
Cuéllar,Real Betis,69,1,1,Real Jaén vs. Real Betis 2:1 n.V.,2000-12-13,2000-2001
Sierra,Real Jaén,114,2,1,Real Jaén vs. Real Betis 2:1 n.V.,2000-12-13,2000-2001
Carreras,RCD Mallorca,25,0,1,UE Figueres vs. RCD Mallorca 0:2,2000-12-13,2000-2001
Luque,RCD Mallorca,52,0,2,UE Figueres vs. RCD Mallorca 0:2,2000-12-13,2000-2001
Katxorro,Xerez CD,30,1,0,Xerez CD vs. Sevilla FC 2:1,2000-12-13,2000-2001
Pineda,Xerez CD,52,2,0,Xerez CD vs. Sevilla FC 2:1,2000-12-13,2000-2001
Antoñito,Sevilla FC,65,2,1,Xerez CD vs. Sevilla FC 2:1,2000-12-13,2000-2001
Edgar,Málaga CF,45,0,1,AD Ceuta vs. Málaga CF 3:2,2000-12-13,2000-2001
Melo,AD Ceuta,57,1,1,AD Ceuta vs. Málaga CF 3:2,2000-12-13,2000-2001
Rufete,Málaga CF,61,1,2,AD Ceuta vs. Málaga CF 3:2,2000-12-13,2000-2001
Silas,AD Ceuta,66,2,2,AD Ceuta vs. Málaga CF 3:2,2000-12-13,2000-2001
Silas,AD Ceuta,89,3,2,AD Ceuta vs. Málaga CF 3:2,2000-12-13,2000-2001
Diego Cagna,Villarreal CF,77,0,1,Granada CF vs. Villarreal CF 4:2 i.E.,2001-01-02,2000-2001
Nacho Sierra,Granada CF,89,1,1,Granada CF vs. Villarreal CF 4:2 i.E.,2001-01-02,2000-2001
Ángel Castro,UD SS Reyes,18,1,0,UD SS Reyes vs. Athletic Bilbao 1:2,2001-01-02,2000-2001
Urzáiz,Athletic Bilbao,53,1,1,UD SS Reyes vs. Athletic Bilbao 1:2,2001-01-02,2000-2001
Fran Yeste,Athletic Bilbao,78,1,2,UD SS Reyes vs. Athletic Bilbao 1:2,2001-01-02,2000-2001
Soldevilla,Espanyol Barcelona,36,0,1,Levante UD vs. Espanyol Barcelona 0:2,2001-01-02,2000-2001
Serrano,Espanyol Barcelona,90,0,2,Levante UD vs. Espanyol Barcelona 0:2,2001-01-02,2000-2001
Yordi,Real Zaragoza,21,0,1,SD Beasain vs. Real Zaragoza 0:3,2001-01-03,2000-2001
Juanele,Real Zaragoza,74,0,2,SD Beasain vs. Real Zaragoza 0:3,2001-01-03,2000-2001
Alen Peternac,Real Zaragoza,90,0,3,SD Beasain vs. Real Zaragoza 0:3,2001-01-03,2000-2001
Chili,Gimnástica Torrelavega,33,1,0,Gimnástica Torrelavega vs. UD Las Palmas 2:1,2001-01-03,2000-2001
Eloy Jiménez,UD Las Palmas,61,1,1,Gimnástica Torrelavega vs. UD Las Palmas 2:1,2001-01-03,2000-2001
Chili,Gimnástica Torrelavega,84,2,1,Gimnástica Torrelavega vs. UD Las Palmas 2:1,2001-01-03,2000-2001
Juan Gómez,Atlético Madrid,45,1,0,Atlético Madrid vs. CA Osasuna 3:1,2001-01-03,2000-2001
Fernando Correa,Atlético Madrid,53,2,0,Atlético Madrid vs. CA Osasuna 3:1,2001-01-03,2000-2001
Mariano Armentano,CA Osasuna,74,2,1,Atlético Madrid vs. CA Osasuna 3:1,2001-01-03,2000-2001
Fernando Correa,Atlético Madrid,78,3,1,Atlético Madrid vs. CA Osasuna 3:1,2001-01-03,2000-2001
Israel,Rayo Vallecano,29,0,1,CD Toledo vs. Rayo Vallecano 0:1,2001-01-03,2000-2001
David Karanka,CF Extremadura,45,1,0,CF Extremadura vs. Real Valladolid 2:1 n.V.,2001-01-03,2000-2001
Pachón,Real Valladolid,76,1,1,CF Extremadura vs. Real Valladolid 2:1 n.V.,2001-01-03,2000-2001
Jorge Pérez,CF Extremadura,98,2,1,CF Extremadura vs. Real Valladolid 2:1 n.V.,2001-01-03,2000-2001
Merino,CD Leganés,57,1,0,CD Leganés vs. CD Numancia 2:0,2001-01-03,2000-2001
Trigueros,CD Leganés,89,2,0,CD Leganés vs. CD Numancia 2:0,2001-01-03,2000-2001
Samuel Eto'o,RCD Mallorca,67,0,1,Xerez CD vs. RCD Mallorca 0:3,2001-01-03,2000-2001
Carlitos,RCD Mallorca,90,0,2,Xerez CD vs. RCD Mallorca 0:3,2001-01-03,2000-2001
Finidi George,RCD Mallorca,90,0,3,Xerez CD vs. RCD Mallorca 0:3,2001-01-03,2000-2001
Morán,Racing Santander,16,0,1,CD Badajoz vs. Racing Santander 0:4,2001-01-03,2000-2001
Leider Preciado,Racing Santander,50,0,2,CD Badajoz vs. Racing Santander 0:4,2001-01-03,2000-2001
Morán,Racing Santander,57,0,3,CD Badajoz vs. Racing Santander 0:4,2001-01-03,2000-2001
Javi Pineda,Racing Santander,65,0,4,CD Badajoz vs. Racing Santander 0:4,2001-01-03,2000-2001
Pollo,Guadix Club de Fútbol,19,1,0,Guadix Club de Fútbol vs. Valencia CF 6:5 i.E.,2001-01-03,2000-2001
Pichi,Guadix Club de Fútbol,31,2,0,Guadix Club de Fútbol vs. Valencia CF 6:5 i.E.,2001-01-03,2000-2001
Samuel,Guadix Club de Fútbol,40,3,0,Guadix Club de Fútbol vs. Valencia CF 6:5 i.E.,2001-01-03,2000-2001
Vicente,Valencia CF,45,3,1,Guadix Club de Fútbol vs. Valencia CF 6:5 i.E.,2001-01-03,2000-2001
Rubén Baraja,Valencia CF,46,3,2,Guadix Club de Fútbol vs. Valencia CF 6:5 i.E.,2001-01-03,2000-2001
Samuel,Guadix Club de Fútbol,62,4,2,Guadix Club de Fútbol vs. Valencia CF 6:5 i.E.,2001-01-03,2000-2001
Zlatko Zahovič,Valencia CF,87,4,3,Guadix Club de Fútbol vs. Valencia CF 6:5 i.E.,2001-01-03,2000-2001
Zlatko Zahovič,Valencia CF,90,4,4,Guadix Club de Fútbol vs. Valencia CF 6:5 i.E.,2001-01-03,2000-2001
Pepelu,Real Jaén,31,1,0,Real Jaén vs. Real Murcia 8:9 i.E.,2001-01-03,2000-2001
Ciani,Real Murcia,66,1,1,Real Jaén vs. Real Murcia 8:9 i.E.,2001-01-03,2000-2001
Benni McCarthy,RC Celta,9,0,1,SD Compostela vs. RC Celta 1:3 n.V.,2001-01-03,2000-2001
Matías Biscay,SD Compostela,90,1,1,SD Compostela vs. RC Celta 1:3 n.V.,2001-01-03,2000-2001
Edu,RC Celta,101,1,2,SD Compostela vs. RC Celta 1:3 n.V.,2001-01-03,2000-2001
Valeriy Karpin,RC Celta,106,1,3,SD Compostela vs. RC Celta 1:3 n.V.,2001-01-03,2000-2001
Alfonso,FC Barcelona,56,0,1,AD Ceuta vs. FC Barcelona 0:3,2001-01-03,2000-2001
Alfonso,FC Barcelona,73,0,2,AD Ceuta vs. FC Barcelona 0:3,2001-01-03,2000-2001
Patrick Kluivert,FC Barcelona,87,0,3,AD Ceuta vs. FC Barcelona 0:3,2001-01-03,2000-2001
Lionel Scaloni,Deportivo La Coruña,27,0,1,CD Tenerife vs. Deportivo La Coruña 3:2,2001-01-03,2000-2001
Hugo Morales,CD Tenerife,56,1,1,CD Tenerife vs. Deportivo La Coruña 3:2,2001-01-03,2000-2001
Igor Simutenkov,CD Tenerife,79,2,1,CD Tenerife vs. Deportivo La Coruña 3:2,2001-01-03,2000-2001
Igor Simutenkov,CD Tenerife,84,3,1,CD Tenerife vs. Deportivo La Coruña 3:2,2001-01-03,2000-2001
Walter Pandiani,Deportivo La Coruña,90,3,2,CD Tenerife vs. Deportivo La Coruña 3:2,2001-01-03,2000-2001
Del Horno,Racing Santander,4,1,0,Racing Santander vs. Athletic Bilbao 2:0,2001-01-10,2000-2001
Leider Preciado,Racing Santander,41,2,0,Racing Santander vs. Athletic Bilbao 2:0,2001-01-10,2000-2001
Tomás Hervás,RC Celta,7,0,1,CD Leganés vs. RC Celta 1:2,2001-01-10,2000-2001
Morales,CD Leganés,22,1,1,CD Leganés vs. RC Celta 1:2,2001-01-10,2000-2001
Eduardo Berizzo,RC Celta,82,1,2,CD Leganés vs. RC Celta 1:2,2001-01-10,2000-2001
Serrano,Espanyol Barcelona,59,0,1,CF Extremadura vs. Espanyol Barcelona 1:1,2001-01-10,2000-2001
Raymond Kalla,CF Extremadura,75,1,1,CF Extremadura vs. Espanyol Barcelona 1:1,2001-01-10,2000-2001
Luis Tonelotto,Real Murcia,20,1,0,Real Murcia vs. Real Zaragoza 2:3,2001-01-10,2000-2001
Aragón,Real Zaragoza,54,1,1,Real Murcia vs. Real Zaragoza 2:3,2001-01-10,2000-2001
José Ignacio,Real Zaragoza,60,1,2,Real Murcia vs. Real Zaragoza 2:3,2001-01-10,2000-2001
Juanele,Real Zaragoza,70,1,3,Real Murcia vs. Real Zaragoza 2:3,2001-01-10,2000-2001
Luis Gil,Real Murcia,87,2,3,Real Murcia vs. Real Zaragoza 2:3,2001-01-10,2000-2001
Rivaldo,FC Barcelona,74,0,1,Gimnástica Torrelavega vs. FC Barcelona 0:1,2001-01-10,2000-2001
Federico Basavilbaso,RCD Mallorca,19,0,1,CD Tenerife vs. RCD Mallorca 0:2,2001-01-10,2000-2001
Samuel Eto'o,RCD Mallorca,29,0,2,CD Tenerife vs. RCD Mallorca 0:2,2001-01-10,2000-2001
Salva,Atlético Madrid,21,1,0,Atlético Madrid vs. Rayo Vallecano 2:2,2001-01-11,2000-2001
Salva,Atlético Madrid,25,2,0,Atlético Madrid vs. Rayo Vallecano 2:2,2001-01-11,2000-2001
Quevedo,Rayo Vallecano,69,2,1,Atlético Madrid vs. Rayo Vallecano 2:2,2001-01-11,2000-2001
De Quintana,Rayo Vallecano,85,2,2,Atlético Madrid vs. Rayo Vallecano 2:2,2001-01-11,2000-2001
Jamelli,Real Zaragoza,27,1,0,"Real Zaragoza vs. Real Murcia 4:1 									
																		
										(Hinspiel 3:2)",2001-01-17,2000-2001
Ferrón,Real Zaragoza,29,2,0,"Real Zaragoza vs. Real Murcia 4:1 									
																		
										(Hinspiel 3:2)",2001-01-17,2000-2001
Luis Tonelotto,Real Murcia,49,2,1,"Real Zaragoza vs. Real Murcia 4:1 									
																		
										(Hinspiel 3:2)",2001-01-17,2000-2001
José Ignacio,Real Zaragoza,61,3,1,"Real Zaragoza vs. Real Murcia 4:1 									
																		
										(Hinspiel 3:2)",2001-01-17,2000-2001
José Ignacio,Real Zaragoza,72,4,1,"Real Zaragoza vs. Real Murcia 4:1 									
																		
										(Hinspiel 3:2)",2001-01-17,2000-2001
Carlitos,RCD Mallorca,39,1,0,"RCD Mallorca vs. CD Tenerife 2:0 									
																		
										(Hinspiel 2:0)",2001-01-17,2000-2001
Carlitos,RCD Mallorca,69,2,0,"RCD Mallorca vs. CD Tenerife 2:0 									
																		
										(Hinspiel 2:0)",2001-01-17,2000-2001
Constantin Gâlcă,Espanyol Barcelona,82,1,0,"Espanyol Barcelona vs. CF Extremadura 1:0 									
																		
										(Hinspiel 1:1)",2001-01-17,2000-2001
Salva,Atlético Madrid,16,0,1,"Rayo Vallecano vs. Atlético Madrid 0:2 									
																		
										(Hinspiel 2:2)",2001-01-17,2000-2001
Kiko,Atlético Madrid,78,0,2,"Rayo Vallecano vs. Atlético Madrid 0:2 									
																		
										(Hinspiel 2:2)",2001-01-17,2000-2001
Ariza Makukula,CD Leganés,80,0,1,"RC Celta vs. CD Leganés 0:1 									
																		
										(Hinspiel 2:1)",2001-01-17,2000-2001
Rivaldo,FC Barcelona,13,0,1,Espanyol Barcelona vs. FC Barcelona 1:2,2001-01-30,2000-2001
Alfonso,FC Barcelona,41,0,2,Espanyol Barcelona vs. FC Barcelona 1:2,2001-01-30,2000-2001
Raúl Tamudo,Espanyol Barcelona,57,1,2,Espanyol Barcelona vs. FC Barcelona 1:2,2001-01-30,2000-2001
Ferrón,Real Zaragoza,1,0,1,Racing Santander vs. Real Zaragoza 1:1,2001-01-31,2000-2001
Claudio Arzeno,Racing Santander,72,1,1,Racing Santander vs. Real Zaragoza 1:1,2001-01-31,2000-2001
Finidi George,RCD Mallorca,15,0,1,RC Celta vs. RCD Mallorca 3:1,2001-01-31,2000-2001
Gustavo López,RC Celta,51,1,1,RC Celta vs. RCD Mallorca 3:1,2001-01-31,2000-2001
Gustavo López,RC Celta,69,2,1,RC Celta vs. RCD Mallorca 3:1,2001-01-31,2000-2001
Fernando Cáceres,RC Celta,77,3,1,RC Celta vs. RCD Mallorca 3:1,2001-01-31,2000-2001
Fernando Correa,Atlético Madrid,40,0,1,Granada CF vs. Atlético Madrid 0:1,2001-01-31,2000-2001
Salva,Atlético Madrid,30,1,0,"Atlético Madrid vs. Granada CF 3:1 									
																		
										(Hinspiel 1:0)",2001-02-06,2000-2001
Dani,Atlético Madrid,52,2,0,"Atlético Madrid vs. Granada CF 3:1 									
																		
										(Hinspiel 1:0)",2001-02-06,2000-2001
Salva,Atlético Madrid,74,3,0,"Atlético Madrid vs. Granada CF 3:1 									
																		
										(Hinspiel 1:0)",2001-02-06,2000-2001
Puntas,Granada CF,76,3,1,"Atlético Madrid vs. Granada CF 3:1 									
																		
										(Hinspiel 1:0)",2001-02-06,2000-2001
Nadal,RCD Mallorca,45,1,0,"RCD Mallorca vs. RC Celta 2:1 									
																		
										(Hinspiel 1:3)",2001-02-07,2000-2001
Catanha,RC Celta,74,1,1,"RCD Mallorca vs. RC Celta 2:1 									
																		
										(Hinspiel 1:3)",2001-02-07,2000-2001
Engonga,RCD Mallorca,85,2,1,"RCD Mallorca vs. RC Celta 2:1 									
																		
										(Hinspiel 1:3)",2001-02-07,2000-2001
Frank de Boer,FC Barcelona,6,1,0,"FC Barcelona vs. Espanyol Barcelona 1:1 									
																		
										(Hinspiel 2:1)",2001-02-07,2000-2001
Roger,Espanyol Barcelona,19,1,1,"FC Barcelona vs. Espanyol Barcelona 1:1 									
																		
										(Hinspiel 2:1)",2001-02-07,2000-2001
Roberto Acuña,Real Zaragoza,32,1,0,"Real Zaragoza vs. Racing Santander 2:0 									
																		
										(Hinspiel 1:1)",2001-02-07,2000-2001
Xavier Aguado,Real Zaragoza,58,2,0,"Real Zaragoza vs. Racing Santander 2:0 									
																		
										(Hinspiel 1:1)",2001-02-07,2000-2001
Roberto Acuña,Real Zaragoza,29,0,1,Atlético Madrid vs. Real Zaragoza 0:2,2001-06-20,2000-2001
Jamelli,Real Zaragoza,69,0,2,Atlético Madrid vs. Real Zaragoza 0:2,2001-06-20,2000-2001
Simão,FC Barcelona,6,0,1,RC Celta vs. FC Barcelona 3:1,2001-06-21,2000-2001
Eduardo Berizzo,RC Celta,45,1,1,RC Celta vs. FC Barcelona 3:1,2001-06-21,2000-2001
Aleksandr Mostovoy,RC Celta,51,2,1,RC Celta vs. FC Barcelona 3:1,2001-06-21,2000-2001
Jesuli,RC Celta,70,3,1,RC Celta vs. FC Barcelona 3:1,2001-06-21,2000-2001
Daniel Fagiani,Atlético Madrid,29,0,1,"Real Zaragoza vs. Atlético Madrid 0:1 									
																		
										(Hinspiel 2:0)",2001-06-23,2000-2001
Eduardo Berizzo,RC Celta,2,0,1,"FC Barcelona vs. RC Celta 1:1 									
																		
										(Hinspiel 1:3)",2001-06-24,2000-2001
Patrick Kluivert,FC Barcelona,4,1,1,"FC Barcelona vs. RC Celta 1:1 									
																		
										(Hinspiel 1:3)",2001-06-24,2000-2001
Aleksandr Mostovoy,RC Celta,4,1,0,RC Celta vs. Real Zaragoza 1:3,2001-06-30,2000-2001
Xavier Aguado,Real Zaragoza,23,1,1,RC Celta vs. Real Zaragoza 1:3,2001-06-30,2000-2001
Jamelli,Real Zaragoza,38,1,2,RC Celta vs. Real Zaragoza 1:3,2001-06-30,2000-2001
Yordi,Real Zaragoza,90,1,3,RC Celta vs. Real Zaragoza 1:3,2001-06-30,2000-2001
Rubén Ruiz,SD Lemona,9,1,0,SD Lemona vs. RC Celta 2:3 n.V.,2001-10-09,2001-2002
Rubén Ruiz,SD Lemona,17,2,0,SD Lemona vs. RC Celta 2:3 n.V.,2001-10-09,2001-2002
Doriva,RC Celta,71,2,1,SD Lemona vs. RC Celta 2:3 n.V.,2001-10-09,2001-2002
Catanha,RC Celta,85,2,2,SD Lemona vs. RC Celta 2:3 n.V.,2001-10-09,2001-2002
Edu,RC Celta,91,2,3,SD Lemona vs. RC Celta 2:3 n.V.,2001-10-09,2001-2002
David Karanka,Athletic Bilbao,31,0,1,Amurrio Club vs. Athletic Bilbao 1:3,2001-10-10,2001-2002
Atxabal,Amurrio Club,36,1,1,Amurrio Club vs. Athletic Bilbao 1:3,2001-10-10,2001-2002
Ezquerro,Athletic Bilbao,46,1,2,Amurrio Club vs. Athletic Bilbao 1:3,2001-10-10,2001-2002
Tiko,Athletic Bilbao,90,1,3,Amurrio Club vs. Athletic Bilbao 1:3,2001-10-10,2001-2002
Txiki,Cultural Leonesa,47,1,0,Cultural Leonesa vs. Racing Santander 1:0,2001-10-10,2001-2002
Fran Nogueira,Racing Ferrol,90,1,0,Racing Ferrol vs. Burgos CF 1:0,2001-10-10,2001-2002
Javi Rico,Gimnàstic de Tarragona,60,1,0,Gimnàstic de Tarragona vs. SD Eibar 1:0,2001-10-10,2001-2002
Óscar,Real Valladolid,46,0,1,CD Ourense vs. Real Valladolid 3:5 i.E.,2001-10-10,2001-2002
Gaizko,CD Ourense,57,1,1,CD Ourense vs. Real Valladolid 3:5 i.E.,2001-10-10,2001-2002
Robert,UD Salamanca,10,1,0,UD Salamanca vs. CD Numancia 2:0,2001-10-10,2001-2002
Ariza Makukula,UD Salamanca,82,2,0,UD Salamanca vs. CD Numancia 2:0,2001-10-10,2001-2002
Fernando Torres,Atlético Madrid,11,1,0,Atlético Madrid vs. Rayo Vallecano 1:3,2001-10-10,2001-2002
Pablo Sanz,Rayo Vallecano,23,1,1,Atlético Madrid vs. Rayo Vallecano 1:3,2001-10-10,2001-2002
Bolo,Rayo Vallecano,33,1,2,Atlético Madrid vs. Rayo Vallecano 1:3,2001-10-10,2001-2002
Bolo,Rayo Vallecano,64,1,3,Atlético Madrid vs. Rayo Vallecano 1:3,2001-10-10,2001-2002
Nakor,UE Lleida,90,1,0,UE Lleida vs. Espanyol Barcelona 1:0,2001-10-10,2001-2002
Veljko Paunović,RCD Mallorca,5,0,1,CD Díter Zafra vs. RCD Mallorca 0:1,2001-10-10,2001-2002
Javi García,CE L'Hospitalet,15,1,0,CE L'Hospitalet vs. Real Sociedad 2:1,2001-10-10,2001-2002
Siscu,CE L'Hospitalet,63,2,0,CE L'Hospitalet vs. Real Sociedad 2:1,2001-10-10,2001-2002
Gabilondo,Real Sociedad,89,2,1,CE L'Hospitalet vs. Real Sociedad 2:1,2001-10-10,2001-2002
Camuñas,Getafe CF,22,1,0,Getafe CF vs. Villarreal CF 1:2,2001-10-10,2001-2002
Escoda,Villarreal CF,38,1,1,Getafe CF vs. Villarreal CF 1:2,2001-10-10,2001-2002
Martín Palermo,Villarreal CF,43,1,2,Getafe CF vs. Villarreal CF 1:2,2001-10-10,2001-2002
Pablo Amo,Sporting Gijón,1,1,0,Sporting Gijón vs. Real Oviedo 4:2,2001-10-10,2001-2002
Óscar Álvarez,Real Oviedo,4,1,1,Sporting Gijón vs. Real Oviedo 4:2,2001-10-10,2001-2002
David Pirri,Sporting Gijón,16,2,1,Sporting Gijón vs. Real Oviedo 4:2,2001-10-10,2001-2002
David Villa,Sporting Gijón,42,3,1,Sporting Gijón vs. Real Oviedo 4:2,2001-10-10,2001-2002
David Villa,Sporting Gijón,76,4,1,Sporting Gijón vs. Real Oviedo 4:2,2001-10-10,2001-2002
Geni,Real Oviedo,90,4,2,Sporting Gijón vs. Real Oviedo 4:2,2001-10-10,2001-2002
Dani Ruiz,Albacete,33,1,0,Albacete vs. Elche CF 1:0,2001-10-10,2001-2002
Roa,Levante UD,36,1,0,Levante UD vs. CD Leganés 2:1,2001-10-10,2001-2002
Javi Peña,Levante UD,53,2,0,Levante UD vs. CD Leganés 2:1,2001-10-10,2001-2002
Macanás,CD Leganés,89,2,1,Levante UD vs. CD Leganés 2:1,2001-10-10,2001-2002
Ivan Leko,Málaga CF,41,0,1,Cádiz CF vs. Málaga CF 1:2,2001-10-10,2001-2002
Israel,Cádiz CF,73,1,1,Cádiz CF vs. Málaga CF 1:2,2001-10-10,2001-2002
Roteta,Málaga CF,76,1,2,Cádiz CF vs. Málaga CF 1:2,2001-10-10,2001-2002
Pepelu,Real Jaén,10,1,0,Real Jaén vs. Xerez CD 2:0,2001-10-10,2001-2002
Pepelu,Real Jaén,77,2,0,Real Jaén vs. Xerez CD 2:0,2001-10-10,2001-2002
Epitié,Recreativo Huelva,25,0,1,Polideportivo Ejido vs. Recreativo Huelva 1:2,2001-10-10,2001-2002
Mirosław Trzeciak,Polideportivo Ejido,47,1,1,Polideportivo Ejido vs. Recreativo Huelva 1:2,2001-10-10,2001-2002
